gene,module,cell_type,tissue,regulation
GeneOther110,Other,LUM+ SC,Ovary,Unchanged
GeneOther111,Other,LUM+ SC,Ovary,Unchanged
GeneOther112,Other,LUM+ SC,Ovary,Unchanged
GeneOther113,Other,LUM+ SC,Ovary,Unchanged
GeneOther114,Other,LUM+ SC,Ovary,Unchanged
GeneOther115,Other,LUM+ SC,Ovary,Unchanged
GeneOther116,Other,LUM+ SC,Ovary,Unchanged
GeneOther117,Other,LUM+ SC,Ovary,Unchanged
GeneOther118,Other,LUM+ SC,Ovary,Unchanged
GeneOther119,Other,LUM+ SC,Ovary,Unchanged
GeneOther120,Other,LUM+ SC,Ovary,Unchanged
GeneOther121,Other,LUM+ SC,Ovary,Unchanged
GeneOther122,Other,LUM+ SC,Ovary,Unchanged
GeneOther123,Other,LUM+ SC,Ovary,Unchanged
GeneOther124,Other,LUM+ SC,Ovary,Unchanged
GeneOther125,Other,LUM+ SC,Ovary,Unchanged
GeneOther126,Other,LUM+ SC,Ovary,Unchanged
GeneOther127,Other,LUM+ SC,Ovary,Unchanged
GeneOther128,Other,LUM+ SC,Ovary,Unchanged
GeneOther129,Other,LUM+ SC,Ovary,Unchanged
GeneOther130,Other,LUM+ SC,Ovary,Unchanged
GeneOther131,Other,LUM+ SC,Ovary,Unchanged
GeneOther132,Other,LUM+ SC,Ovary,Unchanged
GeneOther133,Other,LUM+ SC,Ovary,Unchanged
GeneOther134,Other,LUM+ SC,Ovary,Unchanged
GeneOther135,Other,LUM+ SC,Ovary,Unchanged
GeneOther136,Other,LUM+ SC,Ovary,Unchanged
GeneOther137,Other,LUM+ SC,Ovary,Unchanged
GeneOther138,Other,LUM+ SC,Ovary,Unchanged
GeneOther139,Other,LUM+ SC,Ovary,Unchanged
GeneOther140,Other,LUM+ SC,Ovary,Unchanged
GeneOther141,Other,LUM+ SC,Ovary,Unchanged
GeneOther142,Other,LUM+ SC,Ovary,Unchanged
GeneOther143,Other,LUM+ SC,Ovary,Unchanged
GeneOther144,Other,LUM+ SC,Ovary,Unchanged
GeneOther145,Other,LUM+ SC,Ovary,Unchanged
GeneOther146,Other,LUM+ SC,Ovary,Unchanged
GeneOther147,Other,LUM+ SC,Ovary,Unchanged
GeneOther148,Other,LUM+ SC,Ovary,Unchanged
GeneOther149,Other,LUM+ SC,Ovary,Unchanged
GeneOther150,Other,LUM+ SC,Ovary,Unchanged
GeneOther151,Other,LUM+ SC,Ovary,Unchanged
GeneOther152,Other,LUM+ SC,Ovary,Unchanged
GeneOther153,Other,LUM+ SC,Ovary,Unchanged
GeneOther154,Other,LUM+ SC,Ovary,Unchanged
GeneOther155,Other,LUM+ SC,Ovary,Unchanged
GeneOther156,Other,LUM+ SC,Ovary,Unchanged
GeneOther157,Other,LUM+ SC,Ovary,Unchanged
GeneOther158,Other,LUM+ SC,Ovary,Unchanged
GeneOther159,Other,LUM+ SC,Ovary,Unchanged
GeneOther160,Other,LUM+ SC,Ovary,Unchanged
GeneOther161,Other,LUM+ SC,Ovary,Unchanged
GeneOther162,Other,LUM+ SC,Ovary,Unchanged
GeneOther163,Other,LUM+ SC,Ovary,Unchanged
GeneOther164,Other,LUM+ SC,Ovary,Unchanged
GeneOther165,Other,LUM+ SC,Ovary,Unchanged
GeneOther166,Other,LUM+ SC,Ovary,Unchanged
GeneOther167,Other,LUM+ SC,Ovary,Unchanged
GeneOther168,Other,LUM+ SC,Ovary,Unchanged
GeneOther169,Other,LUM+ SC,Ovary,Unchanged
GeneOther170,Other,LUM+ SC,Ovary,Unchanged
GeneOther171,Other,LUM+ SC,Ovary,Unchanged
GeneOther172,Other,LUM+ SC,Ovary,Unchanged
GeneOther173,Other,LUM+ SC,Ovary,Unchanged
GeneOther174,Other,LUM+ SC,Ovary,Unchanged
GeneOther175,Other,LUM+ SC,Ovary,Unchanged
GeneOther176,Other,LUM+ SC,Ovary,Unchanged
GeneOther177,Other,LUM+ SC,Ovary,Unchanged
GeneOther178,Other,LUM+ SC,Ovary,Unchanged
GeneOther179,Other,LUM+ SC,Ovary,Unchanged
GeneOther180,Other,LUM+ SC,Ovary,Unchanged
GeneOther181,Other,LUM+ SC,Ovary,Unchanged
GeneOther182,Other,LUM+ SC,Ovary,Unchanged
GeneOther183,Other,LUM+ SC,Ovary,Unchanged
GeneOther184,Other,LUM+ SC,Ovary,Unchanged
GeneOther185,Other,LUM+ SC,Ovary,Unchanged
GeneOther186,Other,LUM+ SC,Ovary,Unchanged
GeneOther187,Other,LUM+ SC,Ovary,Unchanged
GeneOther188,Other,LUM+ SC,Ovary,Unchanged
GeneOther189,Other,LUM+ SC,Ovary,Unchanged
GeneOther190,Other,LUM+ SC,Ovary,Unchanged
GeneOther191,Other,LUM+ SC,Ovary,Unchanged
GeneOther192,Other,LUM+ SC,Ovary,Unchanged
GeneOther193,Other,LUM+ SC,Ovary,Unchanged
GeneOther194,Other,LUM+ SC,Ovary,Unchanged
GeneOther195,Other,LUM+ SC,Ovary,Unchanged
GeneOther196,Other,LUM+ SC,Ovary,Unchanged
GeneOther197,Other,LUM+ SC,Ovary,Unchanged
GeneOther198,Other,LUM+ SC,Ovary,Unchanged
GeneOther199,Other,LUM+ SC,Ovary,Unchanged
GeneOther200,Other,LUM+ SC,Ovary,Unchanged
GeneOther201,Other,LUM+ SC,Ovary,Unchanged
GeneOther202,Other,LUM+ SC,Ovary,Unchanged
GeneOther203,Other,LUM+ SC,Ovary,Unchanged
GeneOther204,Other,LUM+ SC,Ovary,Unchanged
GeneOther205,Other,LUM+ SC,Ovary,Unchanged
GeneOther206,Other,LUM+ SC,Ovary,Unchanged
GeneOther207,Other,LUM+ SC,Ovary,Unchanged
GeneOther208,Other,LUM+ SC,Ovary,Unchanged
GeneOther209,Other,LUM+ SC,Ovary,Unchanged
GeneOther210,Other,LUM+ SC,Ovary,Unchanged
GeneOther211,Other,LUM+ SC,Ovary,Unchanged
GeneOther212,Other,LUM+ SC,Ovary,Unchanged
GeneOther213,Other,LUM+ SC,Ovary,Unchanged
GeneOther214,Other,LUM+ SC,Ovary,Unchanged
GeneOther215,Other,LUM+ SC,Ovary,Unchanged
GeneOther216,Other,LUM+ SC,Ovary,Unchanged
GeneOther217,Other,LUM+ SC,Ovary,Unchanged
GeneOther218,Other,LUM+ SC,Ovary,Unchanged
GeneOther219,Other,LUM+ SC,Ovary,Unchanged
GeneOther220,Other,LUM+ SC,Ovary,Unchanged
GeneOther221,Other,LUM+ SC,Ovary,Unchanged
GeneOther222,Other,LUM+ SC,Ovary,Unchanged
GeneOther223,Other,LUM+ SC,Ovary,Unchanged
GeneOther224,Other,LUM+ SC,Ovary,Unchanged
GeneOther225,Other,LUM+ SC,Ovary,Unchanged
GeneOther226,Other,LUM+ SC,Ovary,Unchanged
GeneOther227,Other,LUM+ SC,Ovary,Unchanged
GeneOther228,Other,LUM+ SC,Ovary,Unchanged
GeneOther229,Other,LUM+ SC,Ovary,Unchanged
GeneOther230,Other,LUM+ SC,Ovary,Unchanged
GeneOther231,Other,LUM+ SC,Ovary,Unchanged
GeneOther232,Other,LUM+ SC,Ovary,Unchanged
GeneOther233,Other,LUM+ SC,Ovary,Unchanged
GeneOther234,Other,LUM+ SC,Ovary,Unchanged
GeneOther235,Other,LUM+ SC,Ovary,Unchanged
GeneOther236,Other,LUM+ SC,Ovary,Unchanged
GeneOther237,Other,LUM+ SC,Ovary,Unchanged
GeneOther238,Other,LUM+ SC,Ovary,Unchanged
GeneOther239,Other,LUM+ SC,Ovary,Unchanged
GeneOther240,Other,LUM+ SC,Ovary,Unchanged
GeneOther241,Other,LUM+ SC,Ovary,Unchanged
GeneOther242,Other,LUM+ SC,Ovary,Unchanged
GeneOther243,Other,LUM+ SC,Ovary,Unchanged
GeneOther244,Other,LUM+ SC,Ovary,Unchanged
GeneOther245,Other,LUM+ SC,Ovary,Unchanged
GeneOther246,Other,LUM+ SC,Ovary,Unchanged
GeneOther247,Other,LUM+ SC,Ovary,Unchanged
GeneOther248,Other,LUM+ SC,Ovary,Unchanged
GeneOther249,Other,LUM+ SC,Ovary,Unchanged
GeneOther250,Other,LUM+ SC,Ovary,Unchanged
GeneOther251,Other,LUM+ SC,Ovary,Unchanged
GeneOther252,Other,LUM+ SC,Ovary,Unchanged
GeneOther253,Other,LUM+ SC,Ovary,Unchanged
GeneOther254,Other,LUM+ SC,Ovary,Unchanged
GeneOther255,Other,LUM+ SC,Ovary,Unchanged
GeneOther256,Other,LUM+ SC,Ovary,Unchanged
GeneOther257,Other,LUM+ SC,Ovary,Unchanged
GeneOther258,Other,LUM+ SC,Ovary,Unchanged
GeneOther259,Other,LUM+ SC,Ovary,Unchanged
GeneOther260,Other,LUM+ SC,Ovary,Unchanged
GeneOther261,Other,LUM+ SC,Ovary,Unchanged
GeneOther262,Other,LUM+ SC,Ovary,Unchanged
GeneOther263,Other,LUM+ SC,Ovary,Unchanged
GeneOther264,Other,LUM+ SC,Ovary,Unchanged
GeneOther265,Other,LUM+ SC,Ovary,Unchanged
GeneOther266,Other,LUM+ SC,Ovary,Unchanged
GeneOther267,Other,LUM+ SC,Ovary,Unchanged
GeneOther268,Other,LUM+ SC,Ovary,Unchanged
GeneOther269,Other,LUM+ SC,Ovary,Unchanged
GeneOther270,Other,LUM+ SC,Ovary,Unchanged
GeneOther271,Other,LUM+ SC,Ovary,Unchanged
GeneOther272,Other,LUM+ SC,Ovary,Unchanged
GeneOther273,Other,LUM+ SC,Ovary,Unchanged
GeneOther274,Other,LUM+ SC,Ovary,Unchanged
GeneOther275,Other,LUM+ SC,Ovary,Unchanged
GeneOther276,Other,LUM+ SC,Ovary,Unchanged
GeneOther277,Other,LUM+ SC,Ovary,Unchanged
GeneOther278,Other,LUM+ SC,Ovary,Unchanged
GeneOther279,Other,LUM+ SC,Ovary,Unchanged
GeneOther280,Other,LUM+ SC,Ovary,Unchanged
GeneOther281,Other,LUM+ SC,Ovary,Unchanged
GeneOther282,Other,LUM+ SC,Ovary,Unchanged
GeneOther283,Other,LUM+ SC,Ovary,Unchanged
GeneOther284,Other,LUM+ SC,Ovary,Unchanged
GeneOther285,Other,LUM+ SC,Ovary,Unchanged
GeneOther286,Other,LUM+ SC,Ovary,Unchanged
GeneOther287,Other,LUM+ SC,Ovary,Unchanged
GeneOther288,Other,LUM+ SC,Ovary,Unchanged
GeneOther289,Other,LUM+ SC,Ovary,Unchanged
GeneOther290,Other,LUM+ SC,Ovary,Unchanged
GeneOther291,Other,LUM+ SC,Ovary,Unchanged
GeneOther292,Other,LUM+ SC,Ovary,Unchanged
GeneOther293,Other,LUM+ SC,Ovary,Unchanged
GeneOther294,Other,LUM+ SC,Ovary,Unchanged
GeneOther295,Other,LUM+ SC,Ovary,Unchanged
GeneOther296,Other,LUM+ SC,Ovary,Unchanged
GeneOther297,Other,LUM+ SC,Ovary,Unchanged
GeneOther298,Other,LUM+ SC,Ovary,Unchanged
GeneOther299,Other,LUM+ SC,Ovary,Unchanged
GeneOther300,Other,LUM+ SC,Ovary,Unchanged
GeneOther001,Other,LUM- SC,Ovary,Unchanged
GeneOther002,Other,LUM- SC,Ovary,Unchanged
GeneOther003,Other,LUM- SC,Ovary,Unchanged
GeneOther004,Other,LUM- SC,Ovary,Unchanged
GeneOther005,Other,LUM- SC,Ovary,Unchanged
GeneOther006,Other,LUM- SC,Ovary,Unchanged
GeneOther007,Other,LUM- SC,Ovary,Unchanged
GeneOther008,Other,LUM- SC,Ovary,Unchanged
GeneOther009,Other,LUM- SC,Ovary,Unchanged
GeneOther010,Other,LUM- SC,Ovary,Unchanged
GeneOther011,Other,LUM- SC,Ovary,Unchanged
GeneOther012,Other,LUM- SC,Ovary,Unchanged
GeneOther013,Other,LUM- SC,Ovary,Unchanged
GeneOther014,Other,LUM- SC,Ovary,Unchanged
GeneOther015,Other,LUM- SC,Ovary,Unchanged
GeneOther016,Other,LUM- SC,Ovary,Unchanged
GeneOther017,Other,LUM- SC,Ovary,Unchanged
GeneOther018,Other,LUM- SC,Ovary,Unchanged
GeneOther019,Other,LUM- SC,Ovary,Unchanged
GeneOther020,Other,LUM- SC,Ovary,Unchanged
GeneOther021,Other,LUM- SC,Ovary,Unchanged
GeneOther022,Other,LUM- SC,Ovary,Unchanged
GeneOther023,Other,LUM- SC,Ovary,Unchanged
GeneOther024,Other,LUM- SC,Ovary,Unchanged
GeneOther025,Other,LUM- SC,Ovary,Unchanged
GeneOther026,Other,LUM- SC,Ovary,Unchanged
GeneOther027,Other,LUM- SC,Ovary,Unchanged
GeneOther028,Other,LUM- SC,Ovary,Unchanged
GeneOther029,Other,LUM- SC,Ovary,Unchanged
GeneOther030,Other,LUM- SC,Ovary,Unchanged
GeneOther031,Other,LUM- SC,Ovary,Unchanged
GeneOther032,Other,LUM- SC,Ovary,Unchanged
GeneOther033,Other,LUM- SC,Ovary,Unchanged
GeneOther034,Other,LUM- SC,Ovary,Unchanged
GeneOther035,Other,LUM- SC,Ovary,Unchanged
GeneOther036,Other,LUM- SC,Ovary,Unchanged
GeneOther037,Other,LUM- SC,Ovary,Unchanged
GeneOther038,Other,LUM- SC,Ovary,Unchanged
GeneOther039,Other,LUM- SC,Ovary,Unchanged
GeneOther040,Other,LUM- SC,Ovary,Unchanged
GeneOther041,Other,LUM- SC,Ovary,Unchanged
GeneOther042,Other,LUM- SC,Ovary,Unchanged
GeneOther043,Other,LUM- SC,Ovary,Upregulated in T1DM
GeneOther044,Other,LUM- SC,Ovary,Unchanged
GeneOther045,Other,LUM- SC,Ovary,Unchanged
GeneOther046,Other,LUM- SC,Ovary,Unchanged
GeneOther047,Other,LUM- SC,Ovary,Unchanged
GeneOther048,Other,LUM- SC,Ovary,Unchanged
GeneOther049,Other,LUM- SC,Ovary,Unchanged
GeneOther050,Other,LUM- SC,Ovary,Unchanged
GeneOther051,Other,LUM- SC,Ovary,Unchanged
GeneOther052,Other,LUM- SC,Ovary,Unchanged
GeneOther053,Other,LUM- SC,Ovary,Unchanged
GeneOther054,Other,LUM- SC,Ovary,Unchanged
GeneOther055,Other,LUM- SC,Ovary,Unchanged
GeneOther056,Other,LUM- SC,Ovary,Unchanged
GeneOther057,Other,LUM- SC,Ovary,Unchanged
GeneOther058,Other,LUM- SC,Ovary,Unchanged
GeneOther059,Other,LUM- SC,Ovary,Unchanged
GeneOther060,Other,LUM- SC,Ovary,Unchanged
GeneOther061,Other,LUM- SC,Ovary,Unchanged
GeneOther062,Other,LUM- SC,Ovary,Unchanged
GeneOther063,Other,LUM- SC,Ovary,Unchanged
GeneOther064,Other,LUM- SC,Ovary,Unchanged
GeneOther065,Other,LUM- SC,Ovary,Unchanged
GeneOther066,Other,LUM- SC,Ovary,Unchanged
GeneOther067,Other,LUM- SC,Ovary,Unchanged
GeneOther068,Other,LUM- SC,Ovary,Unchanged
GeneOther069,Other,LUM- SC,Ovary,Unchanged
GeneOther070,Other,LUM- SC,Ovary,Unchanged
GeneOther071,Other,LUM- SC,Ovary,Unchanged
GeneOther072,Other,LUM- SC,Ovary,Unchanged
GeneOther073,Other,LUM- SC,Ovary,Unchanged
GeneOther074,Other,LUM- SC,Ovary,Unchanged
GeneOther075,Other,LUM- SC,Ovary,Unchanged
GeneOther076,Other,LUM- SC,Ovary,Unchanged
GeneOther077,Other,LUM- SC,Ovary,Unchanged
GeneOther078,Other,LUM- SC,Ovary,Unchanged
GeneOther079,Other,LUM- SC,Ovary,Unchanged
GeneOther080,Other,LUM- SC,Ovary,Unchanged
GeneOther081,Other,LUM- SC,Ovary,Upregulated in T1DM
GeneOther082,Other,LUM- SC,Ovary,Unchanged
GeneOther083,Other,LUM- SC,Ovary,Unchanged
GeneOther084,Other,LUM- SC,Ovary,Unchanged
GeneOther085,Other,LUM- SC,Ovary,Unchanged
GeneOther086,Other,LUM- SC,Ovary,Unchanged
GeneOther087,Other,LUM- SC,Ovary,Unchanged
GeneOther088,Other,LUM- SC,Ovary,Unchanged
GeneOther089,Other,LUM- SC,Ovary,Unchanged
GeneOther090,Other,LUM- SC,Ovary,Unchanged
GeneOther091,Other,LUM- SC,Ovary,Unchanged
GeneOther092,Other,LUM- SC,Ovary,Unchanged
GeneOther093,Other,LUM- SC,Ovary,Unchanged
GeneOther094,Other,LUM- SC,Ovary,Unchanged
GeneOther095,Other,LUM- SC,Ovary,Unchanged
GeneOther096,Other,LUM- SC,Ovary,Unchanged
GeneOther097,Other,LUM- SC,Ovary,Unchanged
GeneOther098,Other,LUM- SC,Ovary,Unchanged
GeneOther099,Other,LUM- SC,Ovary,Unchanged
GeneOther100,Other,LUM- SC,Ovary,Unchanged
GeneOther101,Other,LUM- SC,Ovary,Unchanged
GeneOther102,Other,LUM- SC,Ovary,Unchanged
GeneOther103,Other,LUM- SC,Ovary,Unchanged
GeneOther104,Other,LUM- SC,Ovary,Unchanged
GeneOther105,Other,LUM- SC,Ovary,Unchanged
GeneOther106,Other,LUM- SC,Ovary,Unchanged
GeneOther107,Other,LUM- SC,Ovary,Unchanged
GeneOther108,Other,LUM- SC,Ovary,Unchanged
GeneOther109,Other,LUM- SC,Ovary,Unchanged
GeneOther110,Other,LUM- SC,Ovary,Unchanged
GeneOther111,Other,LUM- SC,Ovary,Unchanged
GeneOther112,Other,LUM- SC,Ovary,Unchanged
GeneOther113,Other,LUM- SC,Ovary,Unchanged
GeneOther114,Other,LUM- SC,Ovary,Unchanged
GeneOther115,Other,LUM- SC,Ovary,Unchanged
GeneOther116,Other,LUM- SC,Ovary,Unchanged
GeneOther117,Other,LUM- SC,Ovary,Unchanged
GeneOther118,Other,LUM- SC,Ovary,Unchanged
GeneOther119,Other,LUM- SC,Ovary,Unchanged
GeneOther120,Other,LUM- SC,Ovary,Unchanged
GeneOther121,Other,LUM- SC,Ovary,Unchanged
GeneOther122,Other,LUM- SC,Ovary,Unchanged
GeneOther123,Other,LUM- SC,Ovary,Unchanged
GeneOther124,Other,LUM- SC,Ovary,Unchanged
GeneOther125,Other,LUM- SC,Ovary,Unchanged
GeneOther126,Other,LUM- SC,Ovary,Unchanged
GeneOther127,Other,LUM- SC,Ovary,Unchanged
GeneOther128,Other,LUM- SC,Ovary,Unchanged
GeneOther129,Other,LUM- SC,Ovary,Unchanged
GeneOther130,Other,LUM- SC,Ovary,Unchanged
GeneOther131,Other,LUM- SC,Ovary,Unchanged
GeneOther132,Other,LUM- SC,Ovary,Unchanged
GeneOther133,Other,LUM- SC,Ovary,Unchanged
GeneOther134,Other,LUM- SC,Ovary,Unchanged
GeneOther135,Other,LUM- SC,Ovary,Unchanged
GeneOther136,Other,LUM- SC,Ovary,Unchanged
GeneOther137,Other,LUM- SC,Ovary,Unchanged
GeneOther138,Other,LUM- SC,Ovary,Unchanged
GeneOther139,Other,LUM- SC,Ovary,Unchanged
GeneOther140,Other,LUM- SC,Ovary,Unchanged
GeneOther141,Other,LUM- SC,Ovary,Unchanged
GeneOther142,Other,LUM- SC,Ovary,Unchanged
GeneOther143,Other,LUM- SC,Ovary,Unchanged
GeneOther144,Other,LUM- SC,Ovary,Unchanged
GeneOther145,Other,LUM- SC,Ovary,Unchanged
GeneOther146,Other,LUM- SC,Ovary,Unchanged
GeneOther147,Other,LUM- SC,Ovary,Unchanged
GeneOther148,Other,LUM- SC,Ovary,Unchanged
GeneOther149,Other,LUM- SC,Ovary,Unchanged
GeneOther150,Other,LUM- SC,Ovary,Unchanged
GeneOther151,Other,LUM- SC,Ovary,Unchanged
GeneOther152,Other,LUM- SC,Ovary,Unchanged
GeneOther153,Other,LUM- SC,Ovary,Unchanged
GeneOther154,Other,LUM- SC,Ovary,Unchanged
GeneOther155,Other,LUM- SC,Ovary,Unchanged
GeneOther156,Other,LUM- SC,Ovary,Unchanged
GeneOther157,Other,LUM- SC,Ovary,Unchanged
GeneOther158,Other,LUM- SC,Ovary,Unchanged
GeneOther159,Other,LUM- SC,Ovary,Unchanged
GeneOther160,Other,LUM- SC,Ovary,Unchanged
GeneOther161,Other,LUM- SC,Ovary,Unchanged
GeneOther162,Other,LUM- SC,Ovary,Unchanged
GeneOther163,Other,LUM- SC,Ovary,Downregulated in T1DM
GeneOther164,Other,LUM- SC,Ovary,Unchanged
GeneOther165,Other,LUM- SC,Ovary,Unchanged
GeneOther166,Other,LUM- SC,Ovary,Unchanged
GeneOther167,Other,LUM- SC,Ovary,Unchanged
GeneOther168,Other,LUM- SC,Ovary,Unchanged
GeneOther169,Other,LUM- SC,Ovary,Unchanged
GeneOther170,Other,LUM- SC,Ovary,Unchanged
GeneOther171,Other,LUM- SC,Ovary,Unchanged
GeneOther172,Other,LUM- SC,Ovary,Unchanged
GeneOther173,Other,LUM- SC,Ovary,Unchanged
GeneOther174,Other,LUM- SC,Ovary,Unchanged
GeneOther175,Other,LUM- SC,Ovary,Unchanged
GeneOther176,Other,LUM- SC,Ovary,Unchanged
GeneOther177,Other,LUM- SC,Ovary,Unchanged
GeneOther178,Other,LUM- SC,Ovary,Unchanged
GeneOther179,Other,LUM- SC,Ovary,Unchanged
GeneOther180,Other,LUM- SC,Ovary,Unchanged
GeneOther181,Other,LUM- SC,Ovary,Unchanged
GeneOther182,Other,LUM- SC,Ovary,Unchanged
GeneOther183,Other,LUM- SC,Ovary,Unchanged
GeneOther184,Other,LUM- SC,Ovary,Unchanged
GeneOther185,Other,LUM- SC,Ovary,Unchanged
GeneOther186,Other,LUM- SC,Ovary,Unchanged
GeneOther187,Other,LUM- SC,Ovary,Unchanged
GeneOther188,Other,LUM- SC,Ovary,Unchanged
GeneOther189,Other,LUM- SC,Ovary,Unchanged
GeneOther190,Other,LUM- SC,Ovary,Unchanged
GeneOther191,Other,LUM- SC,Ovary,Unchanged
GeneOther192,Other,LUM- SC,Ovary,Unchanged
GeneOther193,Other,LUM- SC,Ovary,Unchanged
GeneOther194,Other,LUM- SC,Ovary,Unchanged
GeneOther195,Other,LUM- SC,Ovary,Unchanged
GeneOther196,Other,LUM- SC,Ovary,Unchanged
GeneOther197,Other,LUM- SC,Ovary,Unchanged
GeneOther198,Other,LUM- SC,Ovary,Unchanged
GeneOther199,Other,LUM- SC,Ovary,Unchanged
GeneOther200,Other,LUM- SC,Ovary,Unchanged
GeneOther201,Other,LUM- SC,Ovary,Unchanged
GeneOther202,Other,LUM- SC,Ovary,Unchanged
GeneOther203,Other,LUM- SC,Ovary,Unchanged
GeneOther204,Other,LUM- SC,Ovary,Unchanged
GeneOther205,Other,LUM- SC,Ovary,Unchanged
GeneOther206,Other,LUM- SC,Ovary,Unchanged
GeneOther207,Other,LUM- SC,Ovary,Unchanged
GeneOther208,Other,LUM- SC,Ovary,Unchanged
GeneOther209,Other,LUM- SC,Ovary,Unchanged
GeneOther210,Other,LUM- SC,Ovary,Unchanged
GeneOther211,Other,LUM- SC,Ovary,Unchanged
GeneOther212,Other,LUM- SC,Ovary,Unchanged
GeneOther213,Other,LUM- SC,Ovary,Unchanged
GeneOther214,Other,LUM- SC,Ovary,Unchanged
GeneOther215,Other,LUM- SC,Ovary,Unchanged
GeneOther216,Other,LUM- SC,Ovary,Unchanged
GeneOther217,Other,LUM- SC,Ovary,Unchanged
GeneOther218,Other,LUM- SC,Ovary,Unchanged
GeneOther219,Other,LUM- SC,Ovary,Unchanged
GeneOther220,Other,LUM- SC,Ovary,Unchanged
GeneOther221,Other,LUM- SC,Ovary,Unchanged
GeneOther222,Other,LUM- SC,Ovary,Unchanged
GeneOther223,Other,LUM- SC,Ovary,Unchanged
GeneOther224,Other,LUM- SC,Ovary,Unchanged
GeneOther225,Other,LUM- SC,Ovary,Unchanged
GeneOther226,Other,LUM- SC,Ovary,Unchanged
GeneOther227,Other,LUM- SC,Ovary,Unchanged
GeneOther228,Other,LUM- SC,Ovary,Unchanged
GeneOther229,Other,LUM- SC,Ovary,Unchanged
GeneOther230,Other,LUM- SC,Ovary,Unchanged
GeneOther231,Other,LUM- SC,Ovary,Unchanged
GeneOther232,Other,LUM- SC,Ovary,Unchanged
GeneOther233,Other,LUM- SC,Ovary,Unchanged
GeneOther234,Other,LUM- SC,Ovary,Unchanged
GeneOther235,Other,LUM- SC,Ovary,Unchanged
GeneOther236,Other,LUM- SC,Ovary,Unchanged
GeneOther237,Other,LUM- SC,Ovary,Unchanged
GeneOther238,Other,LUM- SC,Ovary,Unchanged
GeneOther239,Other,LUM- SC,Ovary,Unchanged
GeneOther240,Other,LUM- SC,Ovary,Unchanged
GeneOther241,Other,LUM- SC,Ovary,Unchanged
GeneOther242,Other,LUM- SC,Ovary,Unchanged
GeneOther243,Other,LUM- SC,Ovary,Unchanged
GeneOther244,Other,LUM- SC,Ovary,Unchanged
GeneOther245,Other,LUM- SC,Ovary,Unchanged
GeneOther246,Other,LUM- SC,Ovary,Unchanged
GeneOther247,Other,LUM- SC,Ovary,Unchanged
GeneOther248,Other,LUM- SC,Ovary,Unchanged
GeneOther249,Other,LUM- SC,Ovary,Unchanged
GeneOther250,Other,LUM- SC,Ovary,Unchanged
GeneOther251,Other,LUM- SC,Ovary,Unchanged
GeneOther252,Other,LUM- SC,Ovary,Unchanged
GeneOther253,Other,LUM- SC,Ovary,Unchanged
GeneOther254,Other,LUM- SC,Ovary,Unchanged
GeneOther255,Other,LUM- SC,Ovary,Unchanged
GeneOther256,Other,LUM- SC,Ovary,Unchanged
GeneOther257,Other,LUM- SC,Ovary,Unchanged
GeneOther258,Other,LUM- SC,Ovary,Unchanged
GeneOther259,Other,LUM- SC,Ovary,Unchanged
GeneOther260,Other,LUM- SC,Ovary,Unchanged
GeneOther261,Other,LUM- SC,Ovary,Unchanged
GeneOther262,Other,LUM- SC,Ovary,Unchanged
GeneOther263,Other,LUM- SC,Ovary,Unchanged
GeneOther264,Other,LUM- SC,Ovary,Unchanged
GeneOther265,Other,LUM- SC,Ovary,Unchanged
GeneOther266,Other,LUM- SC,Ovary,Unchanged
GeneOther267,Other,LUM- SC,Ovary,Unchanged
GeneOther268,Other,LUM- SC,Ovary,Unchanged
GeneOther269,Other,LUM- SC,Ovary,Unchanged
GeneOther270,Other,LUM- SC,Ovary,Unchanged
GeneOther271,Other,LUM- SC,Ovary,Unchanged
GeneOther272,Other,LUM- SC,Ovary,Unchanged
GeneOther273,Other,LUM- SC,Ovary,Unchanged
GeneOther274,Other,LUM- SC,Ovary,Unchanged
GeneOther275,Other,LUM- SC,Ovary,Unchanged
GeneOther276,Other,LUM- SC,Ovary,Unchanged
GeneOther277,Other,LUM- SC,Ovary,Unchanged
GeneOther278,Other,LUM- SC,Ovary,Unchanged
GeneOther279,Other,LUM- SC,Ovary,Unchanged
GeneOther280,Other,LUM- SC,Ovary,Unchanged
GeneOther281,Other,LUM- SC,Ovary,Unchanged
GeneOther282,Other,LUM- SC,Ovary,Unchanged
GeneOther283,Other,LUM- SC,Ovary,Unchanged
GeneOther284,Other,LUM- SC,Ovary,Unchanged
GeneOther285,Other,LUM- SC,Ovary,Unchanged
GeneOther286,Other,LUM- SC,Ovary,Unchanged
GeneOther287,Other,LUM- SC,Ovary,Unchanged
GeneOther288,Other,LUM- SC,Ovary,Unchanged
GeneOther289,Other,LUM- SC,Ovary,Unchanged
GeneOther290,Other,LUM- SC,Ovary,Unchanged
GeneOther291,Other,LUM- SC,Ovary,Unchanged
GeneOther292,Other,LUM- SC,Ovary,Unchanged
GeneOther293,Other,LUM- SC,Ovary,Unchanged
GeneOther294,Other,LUM- SC,Ovary,Unchanged
GeneOther295,Other,LUM- SC,Ovary,Unchanged
GeneOther296,Other,LUM- SC,Ovary,Unchanged
GeneOther297,Other,LUM- SC,Ovary,Unchanged
GeneOther298,Other,LUM- SC,Ovary,Unchanged
GeneOther299,Other,LUM- SC,Ovary,Unchanged
GeneOther300,Other,LUM- SC,Ovary,Unchanged
GeneOther001,Other,SMC,Ovary,Unchanged
