cell,UMAP_1,UMAP_2,celltype,group
l6234,-2.7649,-3.3645,Hepatocytes,Treat
l6235,-1.4996,-5.435,Hepatocytes,Control
l6236,-3.7237,-2.7398,Hepatocytes,Control
l6237,-3.9248,-4.8313,Hepatocytes,Treat
l6238,-2.2658,-4.0933,Hepatocytes,Control
l6239,-3.9171,-4.8172,Hepatocytes,Control
l6240,-3.0763,-3.8637,Hepatocytes,Treat
l6241,-4.1517,-2.572,Hepatocytes,Control
l6242,-5.1221,-3.1195,Hepatocytes,Control
l6243,-3.6419,-1.9734,Hepatocytes,Treat
l6244,-1.8771,-3.9489,Hepatocytes,Control
l6245,-2.8099,-3.5377,Hepatocytes,Control
l6246,-3.3411,-4.2289,Hepatocytes,Treat
l6247,-4.4745,-3.7056,Hepatocytes,Control
l6248,-2.3622,-3.8339,Hepatocytes,Control
l6249,-2.0691,-3.4684,Hepatocytes,Treat
l6250,-3.6307,-3.3765,Hepatocytes,Control
l6251,-4.0917,-3.2506,Hepatocytes,Control
l6252,-4.439,-3.1296,Hepatocytes,Treat
l6253,-1.8612,-2.3044,Hepatocytes,Control
l6254,-2.097,-5.1164,Hepatocytes,Control
l6255,-4.3022,-3.392,Hepatocytes,Treat
l6256,-3.1128,-4.1211,Hepatocytes,Control
l6257,-1.7311,-2.5493,Hepatocytes,Control
l6258,-1.94,-3.2146,Hepatocytes,Treat
l6259,-3.1228,-4.3838,Hepatocytes,Control
l6260,-4.4015,-2.4217,Hepatocytes,Control
l6261,-1.851,-3.6045,Hepatocytes,Treat
l6262,-2.5012,-2.5874,Hepatocytes,Control
l6263,-1.492,-4.1857,Hepatocytes,Control
l6264,-2.7724,-5.902,Hepatocytes,Treat
l6265,-4.3786,-2.233,Hepatocytes,Control
l6266,-2.764,-1.7796,Hepatocytes,Control
l6267,-4.5876,-2.5807,Hepatocytes,Treat
l6268,-3.8936,-3.3555,Hepatocytes,Control
l6269,-1.3888,-5.3432,Hepatocytes,Control
l6270,-3.2042,-3.9739,Hepatocytes,Treat
l6271,-2.2276,-2.9945,Hepatocytes,Control
l6272,-2.0389,-2.6897,Hepatocytes,Control
l6273,-3.7826,-5.0894,Hepatocytes,Treat
l6274,-1.4538,-2.8377,Hepatocytes,Control
l6275,-4.5222,-3.1344,Hepatocytes,Control
l6276,-3.2697,-3.1921,Hepatocytes,Treat
l6277,-2.9716,-3.1704,Hepatocytes,Control
l6278,-2.6168,-4.8611,Hepatocytes,Control
l6279,-2.7644,-4.9213,Hepatocytes,Treat
l6280,-4.7718,-3.0211,Hepatocytes,Control
l6281,-2.2513,-3.3204,Hepatocytes,Control
l6282,-2.6663,-3.4078,Hepatocytes,Treat
l6283,-2.1604,-4.7113,Hepatocytes,Control
l6284,-3.1846,-5.076,Hepatocytes,Control
l6285,-4.5883,-4.8321,Hepatocytes,Treat
l6286,-2.7247,-4.8828,Hepatocytes,Control
l6287,-4.3334,-4.8419,Hepatocytes,Control
l6288,-5.8139,-5.5532,Hepatocytes,Treat
l6289,-4.4185,-2.93,Hepatocytes,Control
l6290,-3.5086,-2.8341,Hepatocytes,Control
l6291,-3.192,-3.6241,Hepatocytes,Treat
l6292,-3.1489,-4.7303,Hepatocytes,Control
l6293,-4.2341,-3.0304,Hepatocytes,Control
l6294,-2.4321,-4.2619,Hepatocytes,Treat
l6295,-5.1298,-2.8422,Hepatocytes,Control
l6296,-3.5273,-3.7994,Hepatocytes,Control
l6297,-4.8215,-3.5231,Hepatocytes,Treat
l6298,-2.043,-5.0193,Hepatocytes,Control
l6299,-2.8004,-3.2357,Hepatocytes,Control
l6300,-2.1652,-1.405,Hepatocytes,Treat
l6301,-4.407,-4.2311,Hepatocytes,Control
l6302,-2.6042,-2.9769,Hepatocytes,Control
l6303,-3.9841,-4.4349,Hepatocytes,Treat
l6304,-3.6044,-3.8319,Hepatocytes,Control
l6305,-2.6155,-2.7046,Hepatocytes,Control
l6306,-2.7005,-2.492,Hepatocytes,Treat
l6307,-3.3907,-3.8986,Hepatocytes,Control
l6308,-2.4314,-4.175,Hepatocytes,Control
l6309,-2.2839,-2.8191,Hepatocytes,Treat
l6310,-1.8578,-3.7069,Hepatocytes,Control
l6311,-2.4593,-3.2331,Hepatocytes,Control
l6312,-2.7742,-2.5218,Hepatocytes,Treat
l6313,-2.1597,-4.8097,Hepatocytes,Control
l6314,-4.2484,-2.0712,Hepatocytes,Control
l6315,-3.2093,-4.0977,Hepatocytes,Treat
l6316,-3.8795,-4.3132,Hepatocytes,Control
l6317,-2.0062,-3.8024,Hepatocytes,Control
l6318,-2.7384,-3.2019,Hepatocytes,Treat
l6319,-2.9164,-2.8189,Hepatocytes,Control
l6320,-3.5022,-4.5211,Hepatocytes,Control
l6321,-4.1986,-3.0381,Hepatocytes,Treat
l6322,-3.0009,-1.4449,Hepatocytes,Control
l6323,-3.6276,-3.9411,Hepatocytes,Control
l6324,-3.2862,-1.7019,Hepatocytes,Treat
l6325,-2.5269,-2.869,Hepatocytes,Control
l6326,-3.3682,-2.8377,Hepatocytes,Control
l6327,-4.1516,-5.1652,Hepatocytes,Treat
l6328,-3.3986,-3.7529,Hepatocytes,Control
l6329,-4.8627,-3.6131,Hepatocytes,Control
l6330,-4.5686,-4.1597,Hepatocytes,Treat
l6331,-3.6441,-2.789,Hepatocytes,Control
l6332,-1.7335,-4.0115,Hepatocytes,Control
l6333,-1.811,-2.0702,Hepatocytes,Treat
l6334,-3.0983,-3.0281,Hepatocytes,Control
l6335,-3.8095,-3.1896,Hepatocytes,Control
l6336,-1.7524,-3.0001,Hepatocytes,Treat
l6337,-2.9827,-2.8598,Hepatocytes,Control
l6338,-2.6978,-2.8521,Hepatocytes,Control
l6339,-1.5773,-2.8086,Hepatocytes,Treat
l6340,-3.3005,-3.9043,Hepatocytes,Control
l6341,-2.4569,-3.2607,Hepatocytes,Control
l6342,-3.7747,-3.7259,Hepatocytes,Treat
l6343,-1.1794,-3.4053,Hepatocytes,Control
l6344,-3.7661,-2.9036,Hepatocytes,Control
l6345,-2.2736,-3.0172,Hepatocytes,Treat
l6346,-3.132,-3.6947,Hepatocytes,Control
l6347,-0.9139,-3.0478,Hepatocytes,Control
l6348,-4.4158,-3.8791,Hepatocytes,Treat
l6349,-3.6281,-3.8479,Hepatocytes,Control
l6350,-4.0374,-2.6125,Hepatocytes,Control
l6351,-4.1672,-3.1179,Hepatocytes,Treat
l6352,-1.8762,-3.976,Hepatocytes,Control
l6353,-2.1191,-3.3727,Hepatocytes,Control
l6354,-2.9977,-3.2641,Hepatocytes,Treat
l6355,-1.2775,-5.3811,Hepatocytes,Control
l6356,-2.2734,-4.8049,Hepatocytes,Control
l6357,-0.658,-4.7005,Hepatocytes,Treat
l6358,-3.0839,-4.2055,Hepatocytes,Control
l6359,-4.0735,-3.431,Hepatocytes,Control
l6360,-3.0948,-2.4809,Hepatocytes,Treat
l6361,-3.4058,-3.4876,Hepatocytes,Control
l6362,-3.2892,-2.1452,Hepatocytes,Control
l6363,-4.8889,-4.0945,Hepatocytes,Treat
l6364,-4.1079,-3.8134,Hepatocytes,Control
l6365,-3.9873,-2.9165,Hepatocytes,Control
l6366,-4.0558,-3.1964,Hepatocytes,Treat
l6367,-3.7393,-5.0661,Hepatocytes,Control
l6368,-2.1497,-3.7127,Hepatocytes,Control
l6369,-3.7739,-5.7775,Hepatocytes,Treat
l6370,-1.798,-4.5013,Hepatocytes,Control
l6371,-3.7546,-4.2482,Hepatocytes,Control
l6372,-4.6893,-2.7644,Hepatocytes,Treat
l6373,-3.0424,-4.0161,Hepatocytes,Control
l6374,-3.2414,-2.434,Hepatocytes,Control
l6375,-3.22,-2.5842,Hepatocytes,Treat
l6376,-3.4428,-2.5245,Hepatocytes,Control
l6377,-1.9874,-2.6615,Hepatocytes,Control
l6378,-3.4093,-4.7918,Hepatocytes,Treat
l6379,-2.5988,-4.0249,Hepatocytes,Control
l6380,-2.3616,-3.3365,Hepatocytes,Control
l6381,-3.6063,-4.617,Hepatocytes,Treat
l6382,-4.1174,-3.5977,Hepatocytes,Control
l6383,-2.8409,-2.7872,Hepatocytes,Control
l6384,-4.2097,-3.775,Hepatocytes,Treat
l6385,-4.0234,-5.0822,Hepatocytes,Control
l6386,-4.1188,-5.6108,Hepatocytes,Control
l6387,-4.7966,-3.2341,Hepatocytes,Treat
l6388,-3.328,-2.3451,Hepatocytes,Control
l6389,-5.4334,-3.387,Hepatocytes,Control
l6390,-3.5875,-4.1504,Hepatocytes,Treat
l6391,-3.0383,-2.403,Hepatocytes,Control
l6392,-2.3329,-4.2779,Hepatocytes,Control
l6393,-0.7159,-3.141,Hepatocytes,Treat
l6394,-3.6471,-3.8919,Hepatocytes,Control
l6395,-3.5197,-3.6767,Hepatocytes,Control
l6396,-3.2286,-4.1092,Hepatocytes,Treat
l6397,-3.197,-5.6691,Hepatocytes,Control
l6398,-3.0409,-4.0279,Hepatocytes,Control
l6399,-4.9303,-3.0125,Hepatocytes,Treat
l6400,-4.5202,-4.0712,Hepatocytes,Control
l6401,-2.4135,-3.2109,Hepatocytes,Control
l6402,-3.3539,-3.5551,Hepatocytes,Treat
l6403,-3.3039,-3.1117,Hepatocytes,Control
l6404,-4.1144,-3.1233,Hepatocytes,Control
l6405,-3.1438,-3.0172,Hepatocytes,Treat
l6406,-3.1605,-2.5042,Hepatocytes,Control
l6407,-4.6623,-5.2246,Hepatocytes,Control
l6408,-3.4985,-3.1041,Hepatocytes,Treat
l6409,-3.0474,-1.0559,Hepatocytes,Control
l6410,-3.5425,-3.6241,Hepatocytes,Control
l6411,-1.5334,-3.9865,Hepatocytes,Treat
l6412,-2.2048,-4.5499,Hepatocytes,Control
l6413,-3.219,-2.0781,Hepatocytes,Control
l6414,-3.6882,-1.2865,Hepatocytes,Treat
l6415,-2.725,-4.0979,Hepatocytes,Control
l6416,-5.1246,-4.2391,Hepatocytes,Control
l6417,-2.9981,-5.8283,Hepatocytes,Treat
l6418,-3.5391,-3.4133,Hepatocytes,Control
l6419,-5.471,-2.938,Hepatocytes,Control
l6420,-5.0503,-5.544,Hepatocytes,Treat
l6421,-3.5844,-4.0995,Hepatocytes,Control
l6422,-5.1544,-4.0463,Hepatocytes,Control
l6423,-1.6248,-3.0117,Hepatocytes,Treat
l6424,-4.354,-3.9418,Hepatocytes,Control
l6425,-4.3244,-1.369,Hepatocytes,Control
l6426,-3.0201,-1.7005,Hepatocytes,Treat
l6427,-3.9065,-3.5004,Hepatocytes,Control
l6428,-2.5823,-3.6093,Hepatocytes,Control
l6429,-2.7519,-3.4793,Hepatocytes,Treat
l6430,-3.5872,-5.0396,Hepatocytes,Control
l6431,3.633,-3.4794,Cholangiocyte,Control
l6432,2.7359,-3.2597,Cholangiocyte,Treat
l6433,2.0007,-4.1747,Cholangiocyte,Control
l6434,2.3067,-4.5371,Cholangiocyte,Control
l6435,1.9143,-3.9863,Cholangiocyte,Treat
l6436,3.7441,-3.8376,Cholangiocyte,Control
l6437,3.1408,-3.4256,Cholangiocyte,Control
l6438,1.8815,-4.1331,Cholangiocyte,Treat
l6439,3.1557,-3.417,Cholangiocyte,Control
l6440,2.8149,-3.9464,Cholangiocyte,Control
l6441,3.3268,-4.1339,Cholangiocyte,Treat
l6442,2.7831,-3.6008,Cholangiocyte,Control
l6443,2.1129,-3.3661,Cholangiocyte,Control
l6444,3.4419,-3.9347,Cholangiocyte,Treat
l6445,3.0838,-4.5099,Cholangiocyte,Control
l6446,2.9458,-3.3758,Cholangiocyte,Control
l6447,1.802,-4.2711,Cholangiocyte,Treat
l6448,2.7208,-2.5484,Cholangiocyte,Control
l6449,2.4085,-3.7242,Cholangiocyte,Control
l6450,3.3501,-4.019,Cholangiocyte,Treat
l6451,3.2367,-4.5534,Cholangiocyte,Control
l6452,3.2551,-4.2093,Cholangiocyte,Control
l6453,3.6998,-2.9041,Cholangiocyte,Treat
l6454,3.1705,-3.7176,Cholangiocyte,Control
l6455,2.5311,-5.0775,Cholangiocyte,Control
l6456,3.4633,-3.2386,Cholangiocyte,Treat
l6457,1.9052,-3.9732,Cholangiocyte,Control
l6458,2.4566,-3.5307,Cholangiocyte,Control
l6459,2.4919,-2.7659,Cholangiocyte,Treat
l6460,2.3963,-3.7313,Cholangiocyte,Control
l6461,2.2728,-3.6283,Cholangiocyte,Control
l6462,3.0545,-3.5559,Cholangiocyte,Treat
l6463,2.7699,-3.4186,Cholangiocyte,Control
l6464,2.6007,-3.9687,Cholangiocyte,Control
l6465,4.0495,-3.1437,Cholangiocyte,Treat
l6466,3.3932,-4.1753,Cholangiocyte,Control
l6467,2.7034,-4.9795,Cholangiocyte,Control
l6468,1.7284,-4.318,Cholangiocyte,Treat
l6469,2.198,-3.7828,Cholangiocyte,Control
l6470,3.5468,-2.5894,Cholangiocyte,Control
l6471,3.0592,-4.5123,Cholangiocyte,Treat
l6472,2.1987,-3.7666,Cholangiocyte,Control
l6473,2.0274,-3.3475,Cholangiocyte,Control
l6474,2.5374,-4.0521,Cholangiocyte,Treat
l6475,1.7721,-3.4523,Cholangiocyte,Control
l6476,2.5839,-3.8038,Cholangiocyte,Control
l6477,1.8862,-3.9338,Cholangiocyte,Treat
l6478,2.8809,-3.6442,Cholangiocyte,Control
l6479,2.414,-4.3122,Cholangiocyte,Control
l6480,3.1912,-4.0256,Cholangiocyte,Treat
l6481,3.4967,-3.7117,Cholangiocyte,Control
l6482,2.5534,-3.4268,Cholangiocyte,Control
l6483,2.8177,-3.5631,Cholangiocyte,Treat
l6484,2.33,-3.712,Cholangiocyte,Control
l6485,2.5612,-3.7563,Cholangiocyte,Control
l6486,1.7181,-4.0231,Cholangiocyte,Treat
l6487,2.0862,-4.1902,Cholangiocyte,Control
l6488,3.8032,-4.036,Cholangiocyte,Control
l6489,2.8383,-4.0334,Cholangiocyte,Treat
l6490,3.6086,-3.917,Cholangiocyte,Control
l6491,2.69,-3.3571,Cholangiocyte,Control
l6492,2.7595,-4.0055,Cholangiocyte,Treat
l6493,3.0631,-3.9714,Cholangiocyte,Control
l6494,2.0328,-3.7364,Cholangiocyte,Control
l6495,2.7159,-3.6209,Cholangiocyte,Treat
l6496,3.3423,-4.2501,Cholangiocyte,Control
l6497,3.0427,-4.1834,Cholangiocyte,Control
l6498,3.4367,-4.3872,Cholangiocyte,Treat
l6499,2.5845,-2.7215,Cholangiocyte,Control
l6500,3.2805,-4.881,Cholangiocyte,Control
l6501,1.4865,-3.8456,Cholangiocyte,Treat
l6502,3.5547,-3.1753,Cholangiocyte,Control
l6503,2.6173,-3.5963,Cholangiocyte,Control
l6504,3.1621,-4.0672,Cholangiocyte,Treat
l6505,1.7803,-3.9796,Cholangiocyte,Control
l6506,4.2397,-3.482,Cholangiocyte,Control
l6507,2.9315,-3.7995,Cholangiocyte,Treat
l6508,2.5689,-3.485,Cholangiocyte,Control
l6509,3.7958,-4.0106,Cholangiocyte,Control
l6510,2.1536,-4.1649,Cholangiocyte,Treat
l6511,2.6511,-2.9735,Cholangiocyte,Control
l6512,2.1218,-3.6572,Cholangiocyte,Control
l6513,3.2706,-3.4493,Cholangiocyte,Treat
l6514,3.1058,-3.5469,Cholangiocyte,Control
l6515,4.0683,-4.09,Cholangiocyte,Control
l6516,2.6692,-2.4926,Cholangiocyte,Treat
l6517,4.3162,-2.9291,Cholangiocyte,Control
l6518,3.1123,-4.0349,Cholangiocyte,Control
l6519,2.5293,-3.3176,Cholangiocyte,Treat
l6520,3.4753,-4.0139,Cholangiocyte,Control
l6521,3.2942,-4.2013,Cholangiocyte,Control
l6522,2.3037,-4.4152,Cholangiocyte,Treat
l6523,3.4163,-3.2957,Cholangiocyte,Control
l6524,2.6238,-3.9401,Cholangiocyte,Control
l6525,3.1337,-3.4182,Cholangiocyte,Treat
l6526,4.5358,-4.1495,Cholangiocyte,Control
l6527,2.7904,-3.0528,Cholangiocyte,Control
l6528,2.9964,-4.2351,Cholangiocyte,Treat
l6529,2.8386,-3.1731,Cholangiocyte,Control
l6530,2.6391,-3.8243,Cholangiocyte,Control
l6531,1.6945,-3.4475,Cholangiocyte,Treat
l6532,3.0292,-3.5834,Cholangiocyte,Control
l6533,3.3085,-4.4269,Cholangiocyte,Control
l6534,1.5266,-4.3517,Cholangiocyte,Treat
l6535,2.6524,-3.9026,Cholangiocyte,Control
l6536,2.5022,-5.1131,Cholangiocyte,Control
l6537,2.1693,-5.0417,Cholangiocyte,Treat
l6538,3.3043,-3.9715,Cholangiocyte,Control
l6539,3.0814,-4.4485,Cholangiocyte,Control
l6540,2.9172,-2.9799,Cholangiocyte,Treat
l6541,3.0347,-2.4524,Cholangiocyte,Control
l6542,3.3078,-5.0004,Cholangiocyte,Control
l6543,2.1889,-4.6615,Cholangiocyte,Treat
l6544,2.7227,-3.9154,Cholangiocyte,Control
l6545,3.4153,-3.7947,Cholangiocyte,Control
l6546,2.818,-4.0573,Cholangiocyte,Treat
l6547,2.7161,-3.714,Cholangiocyte,Control
l6548,2.9994,-4.4937,Cholangiocyte,Control
l6549,3.0913,-4.7826,Cholangiocyte,Treat
l6550,3.3743,-3.0054,Cholangiocyte,Control
l6551,3.1624,-2.456,Cholangiocyte,Control
l6552,3.4582,-3.5088,Cholangiocyte,Treat
l6553,3.275,-3.859,Cholangiocyte,Control
l6554,3.5936,-4.0233,Cholangiocyte,Control
l6555,3.2352,-4.2508,Cholangiocyte,Treat
l6556,3.0325,-3.8272,Cholangiocyte,Control
l6557,3.0153,-3.7526,Cholangiocyte,Control
l6558,2.9033,-4.436,Cholangiocyte,Treat
l6559,1.4982,-2.9348,Cholangiocyte,Control
l6560,2.4255,-3.7202,Cholangiocyte,Control
l6561,3.1833,-3.4912,Cholangiocyte,Treat
l6562,2.8547,-3.9013,Cholangiocyte,Control
l6563,2.1757,-3.5436,Cholangiocyte,Control
l6564,3.0149,-4.5884,Cholangiocyte,Treat
l6565,2.5922,-3.8028,Cholangiocyte,Control
l6566,2.5643,-4.1938,Cholangiocyte,Control
l6567,2.872,-3.4669,Cholangiocyte,Treat
l6568,2.2616,-4.3801,Cholangiocyte,Control
l6569,3.0027,-3.2746,Cholangiocyte,Control
l6570,1.308,-3.4934,Cholangiocyte,Treat
l6571,3.746,-4.64,Cholangiocyte,Control
l6572,2.3353,-4.4987,Cholangiocyte,Control
l6573,1.7758,-5.2553,Cholangiocyte,Treat
l6574,2.5102,-2.5343,Cholangiocyte,Control
l6575,2.2729,-3.8408,Cholangiocyte,Control
l6576,3.8814,-4.2059,Cholangiocyte,Treat
l6577,3.953,-3.7309,Cholangiocyte,Control
l6578,2.235,-4.3372,Cholangiocyte,Control
l6579,3.1804,-4.1353,Cholangiocyte,Treat
l6580,2.901,-4.2186,Cholangiocyte,Control
l6581,3.429,-4.5183,Cholangiocyte,Control
l6582,3.3637,-3.8999,Cholangiocyte,Treat
l6583,2.8496,-4.4054,Cholangiocyte,Control
l6584,2.2613,-3.908,Cholangiocyte,Control
l6585,3.1228,-4.144,Cholangiocyte,Treat
l6586,2.3143,-3.1891,Cholangiocyte,Control
l6587,2.1652,-3.6308,Cholangiocyte,Control
l6588,3.4347,-4.5097,Cholangiocyte,Treat
l6589,2.9249,-3.7071,Cholangiocyte,Control
l6590,3.0123,-4.6912,Cholangiocyte,Control
l6591,2.4064,-3.9835,Cholangiocyte,Treat
l6592,2.4252,-3.2364,Cholangiocyte,Control
l6593,3.3668,-3.8749,Cholangiocyte,Control
l6594,2.8652,-3.4807,Cholangiocyte,Treat
l6595,2.8888,-3.282,Cholangiocyte,Control
l6596,1.6562,-4.2388,Cholangiocyte,Control
l6597,2.8584,-3.4865,Cholangiocyte,Treat
l6598,2.6652,-3.2257,Cholangiocyte,Control
l6599,3.1677,-4.5668,Cholangiocyte,Control
l6600,1.9715,-4.0508,Cholangiocyte,Treat
l6601,3.0818,-4.9142,Cholangiocyte,Control
l6602,2.7499,-3.2147,Cholangiocyte,Control
l6603,1.615,-4.1283,Cholangiocyte,Treat
l6604,2.6491,-4.3228,Cholangiocyte,Control
l6605,3.486,-3.9476,Cholangiocyte,Control
l6606,2.3366,-4.7515,Cholangiocyte,Treat
l6607,3.2878,-4.3049,Cholangiocyte,Control
l6608,2.9828,-3.1012,Cholangiocyte,Control
l6609,3.9725,-4.4537,Cholangiocyte,Treat
l6610,2.737,-3.7815,Cholangiocyte,Control
l6611,2.9311,-4.3159,Cholangiocyte,Control
l6612,2.5307,-3.2473,Cholangiocyte,Treat
l6613,2.2051,-4.7885,Cholangiocyte,Control
l6614,2.621,-3.7815,Cholangiocyte,Control
l6615,2.4031,-4.1538,Cholangiocyte,Treat
l6616,2.8673,-4.1032,Cholangiocyte,Control
l6617,3.0189,-2.7756,Cholangiocyte,Control
l6618,2.5002,-3.9217,Cholangiocyte,Treat
l6619,2.9772,-5.0712,Cholangiocyte,Control
l6620,3.2662,-4.6045,Cholangiocyte,Control
l6621,3.4277,-2.7128,Cholangiocyte,Treat
l6622,2.7283,-3.4369,Cholangiocyte,Control
l6623,2.5979,-4.6309,Cholangiocyte,Control
l6624,2.9009,-3.9834,Cholangiocyte,Treat
l6625,2.7898,-3.4549,Cholangiocyte,Control
l6626,3.103,-4.8636,Cholangiocyte,Control
l6627,1.999,-3.3479,Cholangiocyte,Treat
l6628,3.5407,-3.6525,Cholangiocyte,Control
l6629,3.4307,-3.4864,Cholangiocyte,Control
l6630,2.6061,-3.4688,Cholangiocyte,Treat
l6631,3.3652,-3.9152,Cholangiocyte,Control
l6632,3.8678,-2.6805,Cholangiocyte,Control
l6633,1.3676,-4.7795,Cholangiocyte,Treat
l6634,3.0075,-3.3756,Cholangiocyte,Control
l6635,2.885,-3.7712,Cholangiocyte,Control
l6636,2.9522,-3.4681,Cholangiocyte,Treat
l6637,3.1122,-4.5178,Cholangiocyte,Control
l6638,2.1075,-4.1108,Cholangiocyte,Control
l6639,2.1291,-2.8091,Cholangiocyte,Treat
l6640,1.6029,-4.0962,Cholangiocyte,Control
l6641,3.8205,-3.8262,Cholangiocyte,Control
l6642,3.6597,-3.1668,Cholangiocyte,Treat
l6643,3.8875,-3.5178,Cholangiocyte,Control
l6644,3.7497,-4.5509,Cholangiocyte,Control
l6645,2.829,-4.2721,Cholangiocyte,Treat
l6646,2.7418,-3.8178,Cholangiocyte,Control
l6647,4.4002,-3.8709,Cholangiocyte,Control
l6648,2.1671,-4.2292,Cholangiocyte,Treat
l6649,2.5204,-4.402,Cholangiocyte,Control
l6650,2.2906,-4.4589,Cholangiocyte,Control
l6651,2.9269,-4.3905,Cholangiocyte,Treat
l6652,3.2087,-3.8815,Cholangiocyte,Control
l6653,3.2451,-3.4143,Cholangiocyte,Control
l6654,2.227,-2.6485,Cholangiocyte,Treat
l6655,2.5294,-3.0185,Cholangiocyte,Control
l6656,2.6846,-4.1888,Cholangiocyte,Control
l6657,2.4495,-3.1563,Cholangiocyte,Treat
l6658,2.7431,-3.9454,Cholangiocyte,Control
l6659,2.5666,-3.9838,Cholangiocyte,Control
l6660,4.3193,-4.0035,Cholangiocyte,Treat
l6661,2.5559,-3.3471,Cholangiocyte,Control
l6662,2.2899,-3.0103,Cholangiocyte,Control
l6663,2.5435,-4.1318,Cholangiocyte,Treat
l6664,3.2147,-2.2741,Cholangiocyte,Control
l6665,3.6008,-2.5729,Cholangiocyte,Control
l6666,2.8142,-3.3398,Cholangiocyte,Treat
l6667,3.4237,-4.3429,Cholangiocyte,Control
l6668,2.1771,-3.7882,Cholangiocyte,Control
l6669,3.6363,-3.946,Cholangiocyte,Treat
l6670,3.5732,-4.5172,Cholangiocyte,Control
l6671,4.3474,-4.5367,Cholangiocyte,Control
l6672,3.8732,-3.6921,Cholangiocyte,Treat
l6673,2.1914,-3.8365,Cholangiocyte,Control
l6674,2.5509,-3.1443,Cholangiocyte,Control
l6675,2.4123,-4.3494,Cholangiocyte,Treat
l6676,1.8874,-3.437,Cholangiocyte,Control
l6677,1.4771,-3.5461,Cholangiocyte,Control
l6678,2.1251,-3.6273,Cholangiocyte,Treat
l6679,2.896,-3.4329,Cholangiocyte,Control
l6680,2.2149,-3.5359,Cholangiocyte,Control
l6681,2.8889,-3.1223,Cholangiocyte,Treat
l6682,2.1201,-4.9841,Cholangiocyte,Control
l6683,2.4525,-3.443,Cholangiocyte,Control
l6684,2.6627,-3.7798,Cholangiocyte,Treat
l6685,1.918,-4.3613,Cholangiocyte,Control
l6686,3.4172,-2.9395,Cholangiocyte,Control
l6687,2.281,-2.5769,Cholangiocyte,Treat
l6688,3.2721,-3.4853,Cholangiocyte,Control
l6689,3.7607,-2.5744,Cholangiocyte,Control
l6690,2.7253,-4.5242,Cholangiocyte,Treat
l6691,2.7015,-3.5137,Cholangiocyte,Control
l6692,2.2379,-4.0959,Cholangiocyte,Control
l6693,2.5489,-3.2627,Cholangiocyte,Treat
l6694,1.6774,-3.4858,Cholangiocyte,Control
l6695,2.9543,-2.4016,Cholangiocyte,Control
l6696,2.6676,-4.9629,Cholangiocyte,Treat
l6697,3.0348,-4.2143,Cholangiocyte,Control
l6698,2.6214,-4.368,Cholangiocyte,Control
l6699,2.7826,-4.2508,Cholangiocyte,Treat
l6700,3.6209,-2.184,Cholangiocyte,Control
l6701,2.2925,-4.093,Cholangiocyte,Control
l6702,3.3997,-3.1111,Cholangiocyte,Treat
l6703,2.5254,-3.2734,Cholangiocyte,Control
l6704,3.1143,-2.7743,Cholangiocyte,Control
l6705,3.5923,-3.7296,Cholangiocyte,Treat
l6706,2.9062,-3.2605,Cholangiocyte,Control
l6707,2.9622,-4.3577,Cholangiocyte,Control
l6708,2.6339,-4.3796,Cholangiocyte,Treat
l6709,2.8851,-3.8305,Cholangiocyte,Control
l6710,3.1772,-3.8466,Cholangiocyte,Control
l6711,2.8119,-3.5003,Cholangiocyte,Treat
l6712,3.2442,-4.1377,Cholangiocyte,Control
l6713,2.8932,-4.2418,Cholangiocyte,Control
l6714,2.5416,-2.9798,Cholangiocyte,Treat
l6715,1.4129,-3.9789,Cholangiocyte,Control
l6716,2.9508,-4.4377,Cholangiocyte,Control
l6717,3.6064,-4.2938,Cholangiocyte,Treat
l6718,2.5058,-4.3656,Cholangiocyte,Control
l6719,1.7281,-3.2393,Cholangiocyte,Control
l6720,2.9628,-3.875,Cholangiocyte,Treat
l6721,2.4138,-3.9703,Cholangiocyte,Control
l6722,3.2658,-3.6411,Cholangiocyte,Control
l6723,2.8571,-3.5605,Cholangiocyte,Treat
l6724,2.6061,-4.4812,Cholangiocyte,Control
l6725,3.3993,-3.5327,Cholangiocyte,Control
l6726,3.6828,-3.4035,Cholangiocyte,Treat
l6727,2.1685,-4.7084,Cholangiocyte,Control
l6728,2.8036,-4.1888,Cholangiocyte,Control
l6729,2.306,-4.7371,Cholangiocyte,Treat
l6730,2.6738,-4.7483,Cholangiocyte,Control
l6731,2.0229,-3.4517,Cholangiocyte,Control
l6732,3.7862,-3.991,Cholangiocyte,Treat
l6733,2.6908,-3.8203,Cholangiocyte,Control
l6734,2.9951,-3.474,Cholangiocyte,Control
l6735,2.4684,-2.8959,Cholangiocyte,Treat
l6736,2.0015,-4.0608,Cholangiocyte,Control
l6737,3.7857,-2.4174,Cholangiocyte,Control
l6738,3.779,-3.5517,Cholangiocyte,Treat
l6739,3.3385,-3.7469,Cholangiocyte,Control
l6740,3.1959,-4.0071,Cholangiocyte,Control
l6741,2.4784,-3.6749,Cholangiocyte,Treat
l6742,1.8143,-3.4513,Cholangiocyte,Control
l6743,2.3989,-3.8024,Cholangiocyte,Control
l6744,3.5235,-2.3658,Cholangiocyte,Treat
l6745,3.5949,-4.3049,Cholangiocyte,Control
l6746,2.712,-3.4687,Cholangiocyte,Control
l6747,2.5721,-3.7807,Cholangiocyte,Treat
l6748,3.4056,-5.2643,Cholangiocyte,Control
