"gene","avg_log2FC","pct.1","pct.2","pct_diff","p_val","p_val_adj","sig","size_value","source","nudge_x","nudge_y"
"bg1405",-1.87615714043719,0.191857045759803,0.508142954240197,-0.316285908480393,0.543435025460087,1,"NS",0.316285908480393,"background",NA,NA
"bg1406",-4.51043789261849,0.0783407395500497,0.62165926044995,-0.543318520899901,0.725200933085056,1,"NS",0.543318520899901,"background",NA,NA
"bg1407",1.79584431369483,0.510387011724533,0.189612988275467,0.320774023449065,0.0548311835208442,0.438649468166754,"NS",0.320774023449065,"background",NA,NA
"bg1408",-1.99440528526095,0.168329902034001,0.531670097965999,-0.363340195931998,0.287514818878844,1,"NS",0.363340195931998,"background",NA,NA
"bg1409",2.91237754185384,0.508605842780961,0.191394157219039,0.317211685561923,0.717686178919859,1,"NS",0.317211685561923,"background",NA,NA
"bg1410",-2.79255610238747,0.206876018171927,0.493123981828073,-0.286247963656146,0.136875161922304,1,"NS",0.286247963656146,"background",NA,NA
"bg1411",-1.53632697265988,0.223891427593901,0.476108572406099,-0.252217144812198,0.589797904508887,1,"NS",0.252217144812198,"background",NA,NA
"bg1412",-4.85210036233531,0.0960352188614325,0.603964781138567,-0.507929562277135,0.453476299843984,1,"NS",0.507929562277135,"background",NA,NA
"bg1413",4.01165996867948,0.485888944479626,0.214111055520374,0.271777888959252,0.0122771134553477,0.0982169076427817,"NS",0.271777888959252,"background",NA,NA
"bg1414",4.9814788253488,0.548221484411472,0.151778515588528,0.396442968822944,0.508822610418079,1,"NS",0.396442968822944,"background",NA,NA
"bg1415",2.35326376676699,0.364724818675315,0.335275181324685,0.0294496373506302,0.433948575524846,1,"NS",0.0294496373506302,"background",NA,NA
"bg1416",3.88621776303334,0.454337104390004,0.245662895609996,0.208674208780008,0.609877608647337,1,"NS",0.208674208780008,"background",NA,NA
"bg1417",6.72105461199008,0.52768666653347,0.17231333346653,0.35537333306694,0.772371128811268,1,"NS",0.35537333306694,"background",NA,NA
"bg1418",2.6657226285277,0.435805385476103,0.264194614523897,0.171610770952205,0.333070562445093,1,"NS",0.171610770952205,"background",NA,NA
"bg1419",1.37930456090974,0.452120739862841,0.247879260137159,0.204241479725683,0.30279819311481,1,"NS",0.204241479725683,"background",NA,NA
"bg1420",5.80351581590972,0.597455185334609,0.102544814665391,0.494910370669218,0.079405727731064,0.635245821848512,"NS",0.494910370669218,"background",NA,NA
"bg1421",0.033424726767276,0.287412088160803,0.412587911839197,-0.125175823678394,0.170811335979262,1,"NS",0.125175823678394,"background",NA,NA
"bg1422",0.0806650525852028,0.375204411076118,0.324795588923882,0.0504088221522362,0.241730063612107,1,"NS",0.0504088221522362,"background",NA,NA
"bg1423",-0.596014263168368,0.365521432128437,0.334478567871563,0.0310428642568747,0.483086711515905,1,"NS",0.0310428642568747,"background",NA,NA
"bg1424",1.56118379461433,0.300279074510789,0.399720925489211,-0.0994418509784225,0.404426109959604,1,"NS",0.0994418509784225,"background",NA,NA
"bg1425",0.689504767986228,0.450443063782447,0.249556936217553,0.200886127564894,0.0165052428778727,0.132041943022981,"NS",0.200886127564894,"background",NA,NA
"bg1426",0.203142760922467,0.354038810518736,0.345961189481264,0.00807762103747155,0.594137864460004,1,"NS",0.00807762103747155,"background",NA,NA
"bg1427",0.682410095486121,0.317393098726889,0.382606901273111,-0.0652138025462218,0.122535292020766,0.980282336166129,"NS",0.0652138025462218,"background",NA,NA
"bg1428",0.329724052355258,0.380763864300687,0.319236135699313,0.0615277286013733,0.159629571203375,1,"NS",0.0615277286013733,"background",NA,NA
"bg1429",0.577235354032767,0.362547759351933,0.337452240648067,0.0250955187038664,0.0641468953529838,0.513175162823871,"NS",0.0250955187038664,"background",NA,NA
"bg1430",1.12476358295164,0.398433248356147,0.301566751643853,0.0968664967122941,0.0296982711632736,0.237586169306189,"NS",0.0968664967122941,"background",NA,NA
"bg1431",-0.297393971746415,0.349528199052401,0.350471800947599,-0.000943601895197132,0.117781658994267,0.942253271954134,"NS",0.000943601895197132,"background",NA,NA
"bg1432",0.396335534251543,0.352652235189288,0.347347764810712,0.00530447037857695,0.617898287325865,1,"NS",0.00530447037857695,"background",NA,NA
"bg1433",-0.31231015353384,0.289170814678398,0.410829185321602,-0.121658370643204,0.217961017991649,1,"NS",0.121658370643204,"background",NA,NA
"bg1434",0.591653804672792,0.377844053184305,0.322155946815695,0.0556881063686094,0.563602166536497,1,"NS",0.0556881063686094,"background",NA,NA
"bg1435",1.7083967488424,0.293998252971554,0.406001747028446,-0.112003494056892,0.2569187748814,1,"NS",0.112003494056892,"background",NA,NA
"bg1436",-0.816252494545722,0.442897985360849,0.257102014639151,0.185795970721699,0.440889254887588,1,"NS",0.185795970721699,"background",NA,NA
"bg1437",-0.0936898660816902,0.385426500684055,0.314573499315945,0.0708530013681092,0.361148256465793,1,"NS",0.0708530013681092,"background",NA,NA
"bg1438",-1.6730837454248,0.284289839990902,0.415710160009098,-0.131420320018196,0.592814564536093,1,"NS",0.131420320018196,"background",NA,NA
"bg1439",0.945290784680508,0.349701436199383,0.350298563800617,-0.000597127601233755,0.0572430043139029,0.457944034511223,"NS",0.000597127601233755,"background",NA,NA
"bg1440",0.924051481338733,0.323303921282897,0.376696078717103,-0.0533921574342066,0.735075797746191,1,"NS",0.0533921574342066,"background",NA,NA
"bg1441",-1.02546687745028,0.320047271958616,0.379952728041384,-0.0599054560827683,0.33515608087345,1,"NS",0.0599054560827683,"background",NA,NA
"bg1442",-0.472715859869366,0.389579263712303,0.310420736287697,0.0791585274246066,0.736066993721295,1,"NS",0.0791585274246066,"background",NA,NA
"bg1443",1.16207095188518,0.346442095269156,0.353557904730844,-0.00711580946168836,0.585570327414433,1,"NS",0.00711580946168836,"background",NA,NA
"bg1444",0.662082396849274,0.421241937625505,0.278758062374495,0.14248387525101,0.100994847564027,0.807958780512214,"NS",0.14248387525101,"background",NA,NA
"bg1445",0.0319287599558433,0.288080737168116,0.411919262831884,-0.123838525663768,0.0822858248753473,0.658286599002779,"NS",0.123838525663768,"background",NA,NA
"bg1446",-1.47092711261748,0.301560217405645,0.398439782594355,-0.0968795651887106,0.243000549326884,1,"NS",0.0968795651887106,"background",NA,NA
"bg1447",0.612380899365722,0.30220118117729,0.39779881882271,-0.0955976376454202,0.304835497711552,1,"NS",0.0955976376454202,"background",NA,NA
"bg1448",0.333251643453188,0.373213362422625,0.326786637577375,0.0464267248452504,0.47865824457258,1,"NS",0.0464267248452504,"background",NA,NA
"bg1449",-0.421278256164851,0.353312875992769,0.346687124007231,0.00662575198553703,0.796869567273418,1,"NS",0.00662575198553703,"background",NA,NA
"bg1450",1.71665829885477,0.25599135740017,0.44400864259983,-0.188017285199659,0.617798699914478,1,"NS",0.188017285199659,"background",NA,NA
"bg1451",-0.524799193847161,0.356127323670647,0.343872676329353,0.0122546473412947,0.211366957141785,1,"NS",0.0122546473412947,"background",NA,NA
"bg1452",-0.332788662026848,0.37416661288851,0.32583338711149,0.04833322577702,0.628825805017259,1,"NS",0.04833322577702,"background",NA,NA
"bg1453",-0.769693548635656,0.354918977714897,0.345081022285103,0.0098379554297948,0.477971123338444,1,"NS",0.0098379554297948,"background",NA,NA
"bg1454",-0.772650994324677,0.401001125711776,0.298998874288224,0.102002251423552,0.290238217442762,1,"NS",0.102002251423552,"background",NA,NA
"bg1455",-1.60215085956222,0.345183301324585,0.354816698675415,-0.00963339735083058,0.647286281004315,1,"NS",0.00963339735083058,"background",NA,NA
"bg1456",1.79613478296015,0.427278941615846,0.272721058384154,0.154557883231693,0.181988912809873,1,"NS",0.154557883231693,"background",NA,NA
"bg1457",1.02659530988659,0.415127747946545,0.284872252053455,0.130255495893089,0.281331299633021,1,"NS",0.130255495893089,"background",NA,NA
"bg1458",-0.915029940172827,0.314894993206529,0.385105006793471,-0.0702100135869426,0.703801745276665,1,"NS",0.0702100135869426,"background",NA,NA
"bg1459",0.318161519962394,0.419543779313244,0.280456220686756,0.139087558626488,0.622307361210231,1,"NS",0.139087558626488,"background",NA,NA
"bg1460",-0.219844229280889,0.443063026820899,0.256936973179101,0.186126053641797,0.770131595495623,1,"NS",0.186126053641797,"background",NA,NA
"bg1461",-0.365153632995393,0.29563020211889,0.40436979788111,-0.108739595762221,0.400075546946609,1,"NS",0.108739595762221,"background",NA,NA
"bg1462",0.285608682380044,0.410500435996698,0.289499564003302,0.121000871993395,0.100899638780393,0.807197110243142,"NS",0.121000871993395,"background",NA,NA
"bg1463",-0.752510018618323,0.35411732754725,0.34588267245275,0.00823465509450057,0.619180726692546,1,"NS",0.00823465509450057,"background",NA,NA
"bg1464",-0.111577742446182,0.41800434133952,0.28199565866048,0.13600868267904,0.240962386938045,1,"NS",0.13600868267904,"background",NA,NA
"bg1465",-1.3817232895702,0.382621519864882,0.317378480135118,0.0652430397297644,0.268561994040618,1,"NS",0.0652430397297644,"background",NA,NA
"bg1466",0.248148105720057,0.322123835115587,0.377876164884413,-0.055752329768826,0.0759343043221161,0.607474434576929,"NS",0.055752329768826,"background",NA,NA
"bg1467",0.261844648779649,0.437439134942193,0.262560865057807,0.174878269884385,0.361148855859879,1,"NS",0.174878269884385,"background",NA,NA
"bg1468",0.599782065701816,0.361194855038575,0.338805144961425,0.0223897100771504,0.136507608333835,1,"NS",0.0223897100771504,"background",NA,NA
"bg1469",-1.02753904170307,0.352388207171639,0.347611792828361,0.00477641434327797,0.444239497443428,1,"NS",0.00477641434327797,"background",NA,NA
"bg1470",0.844278102799418,0.357790248458969,0.342209751541031,0.0155804969179375,0.671117570035858,1,"NS",0.0155804969179375,"background",NA,NA
"bg1471",-1.05298422437729,0.423218168011736,0.276781831988264,0.146436336023472,0.655915451277047,1,"NS",0.146436336023472,"background",NA,NA
"bg1472",0.544661293355261,0.382577592365064,0.317422407634937,0.065155184730127,0.721590379555943,1,"NS",0.065155184730127,"background",NA,NA
"bg1473",0.743594348625282,0.335081853600254,0.364918146399746,-0.0298362927994921,0.749448058182374,1,"NS",0.0298362927994921,"background",NA,NA
"bg1474",0.469579220821638,0.382088388734066,0.317911611265934,0.0641767774681325,0.472478761284147,1,"NS",0.0641767774681325,"background",NA,NA
"bg1475",-0.486826619789482,0.370835612411544,0.329164387588456,0.041671224823088,0.218845474753296,1,"NS",0.041671224823088,"background",NA,NA
"bg1476",0.215985823307603,0.399295748943138,0.300704251056862,0.0985914978862758,0.778780752082355,1,"NS",0.0985914978862758,"background",NA,NA
"bg1477",1.27597591699933,0.343817460382782,0.356182539617218,-0.0123650792344354,0.507279811523855,1,"NS",0.0123650792344354,"background",NA,NA
"bg1478",0.225394519898241,0.437137806513282,0.262862193486717,0.174275613026565,0.228690172888571,1,"NS",0.174275613026565,"background",NA,NA
"bg1479",0.807556369647461,0.345628910694249,0.354371089305751,-0.00874217861150207,0.359699822515482,1,"NS",0.00874217861150207,"background",NA,NA
"bg1480",-0.15781842518615,0.383769903259716,0.316230096740284,0.0675398065194323,0.318364931370365,1,"NS",0.0675398065194323,"background",NA,NA
"bg1481",1.12486212665227,0.333479195927022,0.366520804072978,-0.0330416081459555,0.730435842728941,1,"NS",0.0330416081459555,"background",NA,NA
"bg1482",0.251777625494502,0.32232601132047,0.37767398867953,-0.0553479773590605,0.400816982177319,1,"NS",0.0553479773590605,"background",NA,NA
"bg1483",1.35052048651276,0.343108765447589,0.356891234552411,-0.0137824691048217,0.526332677132683,1,"NS",0.0137824691048217,"background",NA,NA
"bg1484",0.270667262701813,0.257347667745594,0.442652332254406,-0.185304664508812,0.0501394173773006,0.401115339018405,"NS",0.185304664508812,"background",NA,NA
"bg1485",-1.03542807470029,0.398306342474499,0.301693657525501,0.0966126849489985,0.281227841832442,1,"NS",0.0966126849489985,"background",NA,NA
"bg1486",0.00252677069586901,0.277406516601294,0.422593483398706,-0.145186966797413,0.762019731526729,1,"NS",0.145186966797413,"background",NA,NA
"bg1487",0.549160619858377,0.278323204199004,0.421676795800996,-0.143353591601992,0.671544016418746,1,"NS",0.143353591601992,"background",NA,NA
"bg1488",-1.27149995261455,0.342676328665021,0.357323671334979,-0.0146473426699582,0.21601657501678,1,"NS",0.0146473426699582,"background",NA,NA
"bg1489",-1.37507235931261,0.309372143318199,0.390627856681801,-0.0812557133636015,0.188492701040814,1,"NS",0.0812557133636015,"background",NA,NA
"bg1490",-0.960937149759487,0.348792965884201,0.351207034115799,-0.00241406823159819,0.0397617150265724,0.318093720212579,"NS",0.00241406823159819,"background",NA,NA
"bg1491",0.160127728017843,0.416470156717338,0.283529843282662,0.132940313434676,0.46913253403618,1,"NS",0.132940313434676,"background",NA,NA
"bg1492",0.151744702298165,0.346467874033081,0.353532125966919,-0.00706425193383783,0.15706688355119,1,"NS",0.00706425193383783,"background",NA,NA
"bg1493",0.360486164633718,0.403868981451454,0.296131018548546,0.107737962902908,0.454825344692683,1,"NS",0.107737962902908,"background",NA,NA
"bg1494",3.49825437340589,0.412221167481848,0.287778832518152,0.124442334963696,0.209523622573353,1,"NS",0.124442334963696,"background",NA,NA
"bg1495",0.538414234510111,0.417595701615558,0.282404298384442,0.135191403231115,0.320156177625293,1,"NS",0.135191403231115,"background",NA,NA
"bg1496",-0.404705263835507,0.365821255704347,0.334178744295652,0.0316425114086949,0.141405218350003,1,"NS",0.0316425114086949,"background",NA,NA
"bg1497",-1.61935839432891,0.3809722410451,0.3190277589549,0.0619444820902005,0.0247407356908079,0.197925885526463,"NS",0.0619444820902005,"background",NA,NA
"bg1498",1.2412292082835,0.335887795055922,0.364112204944078,-0.0282244098881561,0.618765800321708,1,"NS",0.0282244098881561,"background",NA,NA
"bg1499",-1.66892836745206,0.334972750024065,0.365027249975935,-0.0300544999518697,0.589471503361361,1,"NS",0.0300544999518697,"background",NA,NA
"bg1500",0.771935860692899,0.333875670185516,0.366124329814484,-0.0322486596289684,0.0571464425218292,0.457171540174633,"NS",0.0322486596289684,"background",NA,NA
"bg1501",-1.17425437455093,0.284090074937576,0.415909925062424,-0.131819850124848,0.0957246625921689,0.765797300737351,"NS",0.131819850124848,"background",NA,NA
"bg1502",-2.4028772168796,0.355336766212535,0.344663233787465,0.0106735324250704,0.420399469387485,1,"NS",0.0106735324250704,"background",NA,NA
"bg1503",0.394851708850336,0.348287747084637,0.351712252915363,-0.0034245058307265,0.671871009891154,1,"NS",0.0034245058307265,"background",NA,NA
"bg1504",1.09702410303646,0.39099038099717,0.30900961900283,0.0819807619943409,0.100303687954089,0.802429503632709,"NS",0.0819807619943409,"background",NA,NA
"bg1505",0.0282559706441997,0.477726722085377,0.222273277914623,0.255453444170755,0.367066025543958,1,"NS",0.255453444170755,"background",NA,NA
"bg1506",-0.738630912308912,0.395284852619416,0.304715147380584,0.0905697052388326,0.0580599139011465,0.464479311209172,"NS",0.0905697052388326,"background",NA,NA
"bg1507",0.548937462497435,0.30821468820458,0.39178531179542,-0.0835706235908392,0.527270493734395,1,"NS",0.0835706235908392,"background",NA,NA
"bg1508",0.473555722609229,0.415720922043204,0.284279077956796,0.131441844086408,0.328265839723172,1,"NS",0.131441844086408,"background",NA,NA
"bg1509",0.79971523743292,0.381583766458372,0.318416233541628,0.0631675329167432,0.619517699276563,1,"NS",0.0631675329167432,"background",NA,NA
"bg1510",0.698183545096262,0.421125708323447,0.278874291676553,0.142251416646894,0.514845255788416,1,"NS",0.142251416646894,"background",NA,NA
"bg1511",-0.489972395435564,0.307285061449521,0.392714938550479,-0.0854298771009584,0.174583984681871,1,"NS",0.0854298771009584,"background",NA,NA
"bg1512",0.672688039372574,0.314451309702455,0.385548690297545,-0.0710973805950905,0.285341554141836,1,"NS",0.0710973805950905,"background",NA,NA
"bg1513",0.398142706616144,0.43889666276311,0.26110333723689,0.177793325526219,0.520427338319598,1,"NS",0.177793325526219,"background",NA,NA
"bg1514",1.21912112556873,0.34145890605899,0.35854109394101,-0.0170821878820201,0.115718736346345,0.925749890770763,"NS",0.0170821878820201,"background",NA,NA
"bg1515",-0.473469369045687,0.344144910875119,0.355855089124881,-0.011710178249762,0.344533910359256,1,"NS",0.011710178249762,"background",NA,NA
"bg1516",1.42166612887636,0.297676955893366,0.402323044106634,-0.104646088213269,0.0981909298363607,0.785527438690886,"NS",0.104646088213269,"background",NA,NA
"bg1517",0.349463169501946,0.265949093511431,0.434050906488569,-0.168101812977137,0.464837436555885,1,"NS",0.168101812977137,"background",NA,NA
